,LOGRECNO,BLOCK,NAME,HU100,INTPTLAT,INTPTLON,H0030001,H0030002,H0030003,H0060001,H0060002,H0060003,H0060004,H0060005,H0060006,H0060007,H0060008
3373,135827,3032,Block 3032,21,33.7738663,-84.4414054,21,13,8,13,2,11,0,0,0,0,0
3374,135828,3033,Block 3033,19,33.7765985,-84.4474073,19,11,8,11,1,10,0,0,0,0,0
3375,135829,3034,Block 3034,26,33.7777199,-84.4476803,26,20,6,20,3,16,0,0,0,0,1
3376,135830,3035,Block 3035,40,33.7742831,-84.4493985,40,33,7,33,0,33,0,0,0,0,0
3377,135831,3036,Block 3036,46,33.7744502,-84.4515521,46,33,13,33,0,33,0,0,0,0,0
3378,135833,3038,Block 3038,15,33.7752972,-84.4466087,15,12,3,12,0,12,0,0,0,0,0
3379,135837,1001,Block 1001,384,33.7891718,-84.4735556,384,370,14,370,3,363,0,0,0,0,4
3380,135838,1002,Block 1002,8,33.7874297,-84.4716836,8,8,0,8,0,7,0,0,0,0,1
3381,135841,1005,Block 1005,1,33.7916155,-84.4656263,1,1,0,1,0,1,0,0,0,0,0
3382,135843,1007,Block 1007,5,33.7899138,-84.4619339,5,4,1,4,0,3,1,0,0,0,0
3383,135844,1008,Block 1008,215,33.7861643,-84.459556,215,173,42,173,1,171,0,0,0,0,1
3384,135845,1009,Block 1009,15,33.787816,-84.4698012,15,12,3,12,0,12,0,0,0,0,0
3385,135846,1010,Block 1010,13,33.7893783,-84.4684023,13,9,4,9,0,8,0,0,0,1,0
3386,135847,1011,Block 1011,4,33.7900338,-84.4681816,4,4,0,4,0,4,0,0,0,0,0
3387,135848,1012,Block 1012,2,33.7886794,-84.4675102,2,2,0,2,0,2,0,0,0,0,0
3388,135851,2000,Block 2000,7,33.7871397,-84.4675153,7,5,2,5,0,5,0,0,0,0,0
3389,135852,2001,Block 2001,13,33.7866431,-84.4693212,13,6,7,6,0,6,0,0,0,0,0
3390,135853,2002,Block 2002,30,33.7839887,-84.4672745,30,20,10,20,0,20,0,0,0,0,0
3391,135854,2003,Block 2003,3,33.7853671,-84.4686945,3,2,1,2,0,2,0,0,0,0,0
3392,135855,2004,Block 2004,7,33.7853727,-84.4698381,7,3,4,3,0,2,0,1,0,0,0
3393,135856,2005,Block 2005,4,33.7853816,-84.4709757,4,3,1,3,0,3,0,0,0,0,0
3394,135857,2006,Block 2006,3,33.7853483,-84.4722425,3,2,1,2,0,2,0,0,0,0,0
3395,135858,2007,Block 2007,2,33.7861975,-84.4719766,2,0,2,0,0,0,0,0,0,0,0
3396,135859,2008,Block 2008,2,33.7838637,-84.4693235,2,1,1,1,0,1,0,0,0,0,0
3397,135860,2009,Block 2009,11,33.783827,-84.4709806,11,10,1,10,1,9,0,0,0,0,0
3398,135861,2010,Block 2010,1,33.7844117,-84.4721348,1,1,0,1,0,1,0,0,0,0,0
3399,135863,2012,Block 2012,3,33.7854803,-84.4731826,3,2,1,2,0,2,0,0,0,0,0
3400,135865,2014,Block 2014,14,33.7848948,-84.4748696,14,10,4,10,1,9,0,0,0,0,0
3401,135867,2016,Block 2016,9,33.7855953,-84.4762292,9,4,5,4,0,4,0,0,0,0,0
3402,135868,2017,Block 2017,5,33.7837059,-84.4755018,5,5,0,5,0,5,0,0,0,0,0
3403,135869,2018,Block 2018,5,33.7832358,-84.4739367,5,2,3,2,0,2,0,0,0,0,0
3404,135870,2019,Block 2019,7,33.7834474,-84.472616,7,1,6,1,0,1,0,0,0,0,0
3405,135871,2020,Block 2020,78,33.7791898,-84.4716523,78,56,22,56,2,53,1,0,0,0,0
3406,135874,2023,Block 2023,18,33.7779172,-84.4733912,18,0,18,0,0,0,0,0,0,0,0
3407,135875,2024,Block 2024,84,33.7809877,-84.4754032,84,14,70,14,0,14,0,0,0,0,0
3408,135876,2025,Block 2025,12,33.7829453,-84.4754742,12,8,4,8,0,8,0,0,0,0,0
3409,135877,2026,Block 2026,5,33.7761663,-84.4686013,5,3,2,3,0,3,0,0,0,0,0
3410,135878,2027,Block 2027,22,33.7767132,-84.4669234,22,12,10,12,0,12,0,0,0,0,0
3411,135879,2028,Block 2028,64,33.7803624,-84.4677918,64,43,21,43,0,41,0,0,0,0,2
3412,135880,2029,Block 2029,13,33.7783349,-84.4663863,13,11,2,11,0,11,0,0,0,0,0
3413,135881,2030,Block 2030,7,33.7757745,-84.4704037,7,2,5,2,0,2,0,0,0,0,0
3414,135883,3000,Block 3000,13,33.7753723,-84.4548965,13,11,2,11,0,11,0,0,0,0,0
3415,135884,3001,Block 3001,109,33.773353,-84.4567267,109,78,31,78,1,76,1,0,0,0,0
3416,135885,3002,Block 3002,20,33.7733117,-84.4585112,20,17,3,17,0,17,0,0,0,0,0
3417,135886,3003,Block 3003,63,33.7739771,-84.4600449,63,53,10,53,1,51,1,0,0,0,0
3418,135887,3004,Block 3004,74,33.772912,-84.4624115,74,49,25,49,0,49,0,0,0,0,0
3419,135888,3005,Block 3005,22,33.7754001,-84.4633436,22,13,9,13,0,13,0,0,0,0,0
3420,135889,3006,Block 3006,26,33.7747828,-84.4644605,26,15,11,15,0,15,0,0,0,0,0
3421,135890,3007,Block 3007,84,33.7734867,-84.4662136,84,60,24,60,0,60,0,0,0,0,0
3422,135891,3008,Block 3008,51,33.7726068,-84.4677716,51,39,12,39,0,39,0,0,0,0,0
3423,135892,3009,Block 3009,17,33.7736998,-84.4700839,17,15,2,15,0,15,0,0,0,0,0
3424,135893,3010,Block 3010,4,33.7754023,-84.4728741,4,3,1,3,0,3,0,0,0,0,0
3425,135894,3011,Block 3011,3,33.7744481,-84.4723718,3,3,0,3,0,2,0,0,0,0,1
3426,135895,3012,Block 3012,10,33.7722641,-84.469068,10,8,2,8,0,8,0,0,0,0,0
3427,135896,3013,Block 3013,36,33.7706251,-84.4691898,36,32,4,32,0,32,0,0,0,0,0
3428,135897,3014,Block 3014,23,33.7706056,-84.470772,23,17,6,17,0,16,1,0,0,0,0
3429,135898,3015,Block 3015,27,33.7707029,-84.472263,27,22,5,22,0,22,0,0,0,0,0
3430,135899,3016,Block 3016,17,33.772833,-84.4729561,17,11,6,11,0,11,0,0,0,0,0
3431,135900,3017,Block 3017,23,33.7728274,-84.4718223,23,20,3,20,0,20,0,0,0,0,0
3432,135901,3018,Block 3018,50,33.7713814,-84.4649081,50,42,8,42,0,42,0,0,0,0,0
3433,135902,3019,Block 3019,15,33.7707109,-84.4600447,15,14,1,14,0,14,0,0,0,0,0
3434,135904,4000,Block 4000,25,33.7872206,-84.4655855,25,15,10,15,0,15,0,0,0,0,0
3435,135906,4002,Block 4002,25,33.7832796,-84.4649097,25,14,11,14,0,14,0,0,0,0,0
3436,135907,4003,Block 4003,8,33.7852393,-84.46459,8,6,2,6,0,6,0,0,0,0,0
3437,135908,4004,Block 4004,17,33.7860328,-84.4656796,17,14,3,14,0,13,0,1,0,0,0
3438,135909,4005,Block 4005,17,33.78474,-84.4662035,17,6,11,6,0,6,0,0,0,0,0
3439,135910,4006,Block 4006,111,33.7824275,-84.4626696,111,59,52,59,2,57,0,0,0,0,0
3440,135911,4007,Block 4007,18,33.7796752,-84.4595068,18,10,8,10,0,10,0,0,0,0,0
3441,135912,4008,Block 4008,11,33.7803623,-84.4630682,11,6,5,6,0,6,0,0,0,0,0
3442,135913,4009,Block 4009,23,33.7785046,-84.4636165,23,16,7,16,0,16,0,0,0,0,0
3443,135914,4010,Block 4010,17,33.7794847,-84.4649134,17,13,4,13,0,13,0,0,0,0,0
3444,135915,4011,Block 4011,78,33.777798,-84.4650373,78,72,6,72,0,72,0,0,0,0,0
3445,135916,4012,Block 4012,23,33.7785888,-84.4627396,23,13,10,13,0,13,0,0,0,0,0
3446,135917,4013,Block 4013,29,33.7783548,-84.4570776,29,17,12,17,0,17,0,0,0,0,0
3447,135920,1000,Block 1000,346,33.7944688,-84.4806314,346,303,43,303,23,270,0,4,0,2,4
3448,135921,1001,Block 1001,29,33.7953632,-84.4814785,29,25,4,25,0,25,0,0,0,0,0
3449,135923,1003,Block 1003,24,33.7862589,-84.4820431,24,22,2,22,1,21,0,0,0,0,0
3450,135933,2003,Block 2003,12,33.7991182,-84.4965316,12,11,1,11,0,10,0,0,0,0,1
3451,135939,2009,Block 2009,8,33.7900309,-84.4944492,8,4,4,4,0,4,0,0,0,0,0
3452,135940,2010,Block 2010,53,33.7932342,-84.4915448,53,46,7,46,4,41,0,0,0,1,0
3453,135941,2011,Block 2011,38,33.7928831,-84.4901312,38,32,6,32,0,32,0,0,0,0,0
3454,135946,2016,Block 2016,53,33.7909876,-84.4876875,53,46,7,46,1,44,0,0,0,0,1
3455,135954,1001,Block 1001,119,33.8060899,-84.4639461,119,81,38,81,1,72,0,1,0,4,3
3456,135956,1003,Block 1003,46,33.8037156,-84.4625702,46,29,17,29,0,29,0,0,0,0,0
3457,135957,1004,Block 1004,17,33.8045365,-84.466236,17,14,3,14,0,14,0,0,0,0,0
3458,135958,1005,Block 1005,8,33.8055375,-84.4686971,8,7,1,7,1,6,0,0,0,0,0
3459,135959,1006,Block 1006,20,33.8048046,-84.4733565,20,19,1,19,1,18,0,0,0,0,0
3460,135961,1008,Block 1008,1,33.8050126,-84.485345,1,1,0,1,1,0,0,0,0,0,0
3461,135962,1009,Block 1009,13,33.8031975,-84.4833335,13,6,7,6,2,4,0,0,0,0,0
3462,135964,1013,Block 1013,2,33.8027133,-84.475247,2,2,0,2,0,2,0,0,0,0,0
3463,135965,1014,Block 1014,19,33.8035647,-84.4789369,19,16,3,16,0,16,0,0,0,0,0
3464,135966,1015,Block 1015,26,33.8018863,-84.4831413,26,20,6,20,0,20,0,0,0,0,0
3465,135970,1019,Block 1019,25,33.801147,-84.4820739,25,22,3,22,0,22,0,0,0,0,0
3466,135971,1020,Block 1020,13,33.8003169,-84.4844055,13,11,2,11,0,11,0,0,0,0,0
3467,135972,1021,Block 1021,19,33.801752,-84.4607397,19,17,2,17,0,17,0,0,0,0,0
3468,135973,1022,Block 1022,8,33.8016149,-84.4626101,8,5,3,5,0,5,0,0,0,0,0
3469,135974,1023,Block 1023,14,33.8016358,-84.4640646,14,10,4,10,0,10,0,0,0,0,0
3470,135975,1024,Block 1024,13,33.80402,-84.4678675,13,10,3,10,2,8,0,0,0,0,0
3471,135976,1025,Block 1025,13,33.8046941,-84.467878,13,5,8,5,0,5,0,0,0,0,0
3472,135977,1026,Block 1026,4,33.8042849,-84.4695128,4,4,0,4,0,4,0,0,0,0,0
3473,135980,1029,Block 1029,9,33.8020847,-84.4847231,9,3,6,3,0,3,0,0,0,0,0
3474,135981,1030,Block 1030,10,33.8008924,-84.457229,10,10,0,10,0,10,0,0,0,0,0
3475,135983,2000,Block 2000,34,33.800619,-84.4599581,34,27,7,27,4,23,0,0,0,0,0
3476,135984,2001,Block 2001,32,33.8009111,-84.4640662,32,27,5,27,0,27,0,0,0,0,0
3477,135985,2002,Block 2002,214,33.8014294,-84.4681342,214,175,39,175,1,172,0,0,0,0,2
3478,135986,2003,Block 2003,20,33.8031642,-84.4676668,20,16,4,16,1,14,0,0,0,0,1
3479,135987,2004,Block 2004,88,33.7982965,-84.4645284,88,69,19,69,0,66,0,0,0,3,0
3480,135989,2006,Block 2006,21,33.7986063,-84.4662829,21,20,1,20,0,20,0,0,0,0,0
3481,135990,2007,Block 2007,29,33.7995786,-84.4598459,29,22,7,22,0,22,0,0,0,0,0
3482,135991,2008,Block 2008,7,33.7937298,-84.4596065,7,5,2,5,0,5,0,0,0,0,0
3483,135996,3000,Block 3000,165,33.7999786,-84.4727815,165,131,34,131,2,126,1,0,0,0,2
3484,135997,3001,Block 3001,18,33.7969487,-84.4703539,18,0,18,0,0,0,0,0,0,0,0
3485,136000,3004,Block 3004,99,33.7993767,-84.4762154,99,88,11,88,5,81,1,0,0,0,1
3486,136001,3005,Block 3005,42,33.8010415,-84.4784176,42,37,5,37,0,37,0,0,0,0,0
3487,136002,3006,Block 3006,29,33.8001839,-84.4799753,29,23,6,23,0,23,0,0,0,0,0
3488,136003,3007,Block 3007,66,33.7992895,-84.4822795,66,44,22,44,0,44,0,0,0,0,0
3489,136004,3008,Block 3008,17,33.799822,-84.4813407,17,14,3,14,0,14,0,0,0,0,0
3490,136007,3011,Block 3011,12,33.7998763,-84.4775695,12,5,7,5,0,5,0,0,0,0,0
3491,136008,3012,Block 3012,7,33.799181,-84.4774253,7,6,1,6,0,5,0,0,0,0,1
3492,136010,3014,Block 3014,21,33.7962353,-84.4781434,21,18,3,18,0,18,0,0,0,0,0
3493,136011,3015,Block 3015,16,33.7964301,-84.475691,16,11,5,11,0,11,0,0,0,0,0
3494,136015,4002,Block 4002,415,33.7939108,-84.4494789,415,381,34,381,21,338,2,7,0,2,11
3495,136016,4003,Block 4003,31,33.7964854,-84.4550138,31,25,6,25,0,24,0,0,0,0,1
3496,136017,4004,Block 4004,27,33.7912209,-84.4459253,27,25,2,25,0,23,0,0,0,0,2
3497,136018,4005,Block 4005,259,33.7887475,-84.4492693,259,210,49,210,29,173,0,2,0,0,6
3498,136019,4006,Block 4006,6,33.7920498,-84.4485275,6,6,0,6,0,5,0,0,0,1,0
3499,136024,4011,Block 4011,134,33.7860032,-84.4456215,134,128,6,128,1,125,0,0,0,0,2
3500,136025,4012,Block 4012,15,33.7882094,-84.4420344,15,12,3,12,5,7,0,0,0,0,0
3501,136030,4017,Block 4017,5,33.782154,-84.4439453,5,4,1,4,0,4,0,0,0,0,0
3502,136031,4018,Block 4018,8,33.7775725,-84.4390233,8,8,0,8,1,7,0,0,0,0,0
3503,136032,4019,Block 4019,7,33.7761417,-84.4390959,7,7,0,7,1,6,0,0,0,0,0
3504,136033,4020,Block 4020,1,33.7871139,-84.4462127,1,1,0,1,0,1,0,0,0,0,0
3505,136042,1002,Block 1002,15,33.8205976,-84.4609278,15,7,8,7,2,5,0,0,0,0,0
3506,136043,1003,Block 1003,142,33.8177842,-84.4523093,142,129,13,129,55,65,0,3,0,5,1
3507,136044,1004,Block 1004,64,33.8187631,-84.4574294,64,59,5,59,54,5,0,0,0,0,0
3508,136045,1005,Block 1005,8,33.8179487,-84.4572555,8,7,1,7,5,1,0,0,0,0,1
3509,136047,1007,Block 1007,64,33.8074092,-84.4524217,64,54,10,54,30,23,0,1,0,0,0
3510,136049,1009,Block 1009,36,33.8149697,-84.4571855,36,34,2,34,29,2,0,1,0,1,1
3511,136050,1010,Block 1010,2,33.8021318,-84.4431596,2,2,0,2,2,0,0,0,0,0,0
3512,136051,1011,Block 1011,20,33.8032486,-84.4446532,20,16,4,16,11,4,0,1,0,0,0
3513,136052,1012,Block 1012,154,33.8116437,-84.4499531,154,144,10,144,127,10,0,1,0,3,3
3514,136055,1015,Block 1015,11,33.8033224,-84.4457589,11,9,2,9,7,0,0,1,0,0,1
3515,136056,1016,Block 1016,10,33.812597,-84.4558932,10,10,0,10,9,1,0,0,0,0,0
3516,136057,1017,Block 1017,130,33.81826,-84.4606515,130,130,0,130,8,119,0,0,2,0,1
3517,136058,1018,Block 1018,16,33.8172888,-84.4637096,16,16,0,16,15,0,0,1,0,0,0
3518,136059,1019,Block 1019,5,33.8170245,-84.463686,5,5,0,5,5,0,0,0,0,0,0
3519,136060,1020,Block 1020,29,33.8016844,-84.4401686,29,24,5,24,22,2,0,0,0,0,0
3520,136061,1021,Block 1021,27,33.8078464,-84.4419926,27,25,2,25,23,2,0,0,0,0,0
3521,136065,1025,Block 1025,13,33.8163826,-84.4480978,13,10,3,10,5,3,2,0,0,0,0
3522,136066,1026,Block 1026,22,33.8151598,-84.4478158,22,22,0,22,19,1,0,1,0,1,0
3523,136068,1028,Block 1028,5,33.8098098,-84.4500012,5,4,1,4,3,0,0,1,0,0,0
3524,136069,1029,Block 1029,2,33.8089506,-84.4514795,2,2,0,2,2,0,0,0,0,0,0
3525,136070,1030,Block 1030,3,33.8090843,-84.448157,3,3,0,3,3,0,0,0,0,0,0
3526,136071,1031,Block 1031,37,33.8070857,-84.4496027,37,31,6,31,26,4,0,1,0,0,0
3527,136072,1032,Block 1032,5,33.8092275,-84.4474322,5,4,1,4,4,0,0,0,0,0,0
3528,136073,1033,Block 1033,6,33.8072607,-84.4474488,6,6,0,6,6,0,0,0,0,0,0
3529,136074,1034,Block 1034,30,33.8152138,-84.4513298,30,25,5,25,18,5,0,0,0,1,1
3530,136075,1035,Block 1035,8,33.8085423,-84.447572,8,8,0,8,8,0,0,0,0,0,0
3531,136076,1036,Block 1036,15,33.8112378,-84.4482688,15,15,0,15,15,0,0,0,0,0,0
3532,136078,1038,Block 1038,24,33.8103082,-84.4493158,24,24,0,24,19,5,0,0,0,0,0
3533,136079,1039,Block 1039,15,33.8084038,-84.4495784,15,15,0,15,11,3,0,1,0,0,0
3534,136080,1040,Block 1040,24,33.8084974,-84.4488972,24,24,0,24,16,3,0,2,0,0,3
3535,136081,1041,Block 1041,1,33.8066327,-84.4474009,1,1,0,1,0,0,0,0,0,0,1
3536,136082,1042,Block 1042,29,33.8144279,-84.4554839,29,28,1,28,25,2,0,1,0,0,0
3537,136083,1043,Block 1043,12,33.8127756,-84.45527,12,11,1,11,11,0,0,0,0,0,0
3538,136085,1045,Block 1045,2,33.8034608,-84.43787,2,2,0,2,0,1,0,0,0,0,1
3539,136089,1049,Block 1049,3,33.7939689,-84.4373197,3,1,2,1,0,1,0,0,0,0,0
3540,136093,1053,Block 1053,16,33.8100498,-84.4582428,16,15,1,15,13,2,0,0,0,0,0
3541,136095,1055,Block 1055,2,33.8169325,-84.4634134,2,2,0,2,2,0,0,0,0,0,0
3542,136096,1056,Block 1056,3,33.8165322,-84.4633641,3,3,0,3,3,0,0,0,0,0,0
3543,136097,1057,Block 1057,1,33.8163088,-84.4636903,1,1,0,1,0,0,0,1,0,0,0
3544,136098,1058,Block 1058,269,33.8103791,-84.4636007,269,188,81,188,93,73,0,4,0,10,8
3545,136100,1060,Block 1060,10,33.8071244,-84.4675965,10,4,6,4,0,3,0,0,0,1,0
3546,136101,1061,Block 1061,19,33.8115625,-84.4666411,19,16,3,16,5,11,0,0,0,0,0
3547,136102,1062,Block 1062,17,33.8109264,-84.4674898,17,16,1,16,6,10,0,0,0,0,0
3548,136112,1072,Block 1072,29,33.8162145,-84.4574455,29,28,1,28,26,2,0,0,0,0,0
3549,136113,1073,Block 1073,8,33.8086672,-84.4700259,8,8,0,8,3,5,0,0,0,0,0
3550,136114,1074,Block 1074,8,33.8081708,-84.4711469,8,6,2,6,4,2,0,0,0,0,0
3551,136115,1075,Block 1075,1,33.8068205,-84.4698821,1,0,1,0,0,0,0,0,0,0,0
3552,136116,1076,Block 1076,21,33.8034534,-84.4435103,21,19,2,19,16,3,0,0,0,0,0
3553,136119,1079,Block 1079,7,33.8093722,-84.4488578,7,7,0,7,7,0,0,0,0,0,0
3554,136120,1080,Block 1080,9,33.8101444,-84.4484485,9,8,1,8,8,0,0,0,0,0,0
3555,136121,1081,Block 1081,8,33.8104741,-84.448014,8,8,0,8,7,1,0,0,0,0,0
3556,136122,1082,Block 1082,11,33.8101878,-84.4488588,11,11,0,11,10,1,0,0,0,0,0
3557,136126,2001,Block 2001,30,33.8211543,-84.4691566,30,23,7,23,13,6,0,0,0,4,0
3558,136127,2002,Block 2002,28,33.8205357,-84.473148,28,24,4,24,16,5,0,1,0,2,0
3559,136128,2003,Block 2003,18,33.8188679,-84.4731278,18,16,2,16,13,3,0,0,0,0,0
3560,136129,2004,Block 2004,57,33.8183318,-84.4712647,57,54,3,54,40,13,0,1,0,0,0
3561,136130,2005,Block 2005,27,33.8168312,-84.4729638,27,25,2,25,19,5,0,1,0,0,0
3562,136131,2006,Block 2006,14,33.8168126,-84.4696231,14,12,2,12,9,2,0,1,0,0,0
3563,136132,2007,Block 2007,16,33.8148016,-84.4757326,16,14,2,14,8,5,1,0,0,0,0
3564,136133,2008,Block 2008,55,33.8155865,-84.4737287,55,52,3,52,44,8,0,0,0,0,0
3565,136134,2009,Block 2009,25,33.8149207,-84.4708523,25,20,5,20,15,4,1,0,0,0,0
3566,136135,2010,Block 2010,14,33.815278,-84.4686771,14,14,0,14,10,3,0,0,0,1,0
3567,136136,2011,Block 2011,17,33.8138956,-84.4701926,17,14,3,14,9,4,0,0,0,1,0
3568,136137,2012,Block 2012,13,33.8132159,-84.4722503,13,10,3,10,6,2,0,0,0,2,0
3569,136138,2013,Block 2013,7,33.8129732,-84.4699478,7,4,3,4,4,0,0,0,0,0,0
3570,136139,2014,Block 2014,1,33.8120681,-84.4714894,1,1,0,1,0,0,0,1,0,0,0
3571,136140,2015,Block 2015,25,33.8109835,-84.4742808,25,22,3,22,11,7,0,0,0,4,0
3572,136141,2016,Block 2016,24,33.8120488,-84.4748108,24,19,5,19,7,7,0,0,0,5,0
3573,136142,2017,Block 2017,17,33.8130559,-84.4753191,17,12,5,12,10,1,1,0,0,0,0
3574,136143,2018,Block 2018,20,33.8140185,-84.4754072,20,18,2,18,14,3,0,0,0,1,0
3575,136144,2019,Block 2019,25,33.8137157,-84.4781159,25,21,4,21,11,8,0,1,0,0,1
3576,136145,2020,Block 2020,9,33.8136837,-84.4802457,9,9,0,9,5,4,0,0,0,0,0
3577,136146,2021,Block 2021,87,33.8125265,-84.4832663,87,80,7,80,69,8,0,3,0,0,0
3578,136147,2022,Block 2022,12,33.8096304,-84.4825903,12,11,1,11,10,0,0,0,0,0,1
3579,136148,2023,Block 2023,19,33.8091824,-84.4841193,19,15,4,15,14,0,0,0,0,0,1
3580,136149,2024,Block 2024,16,33.8102425,-84.4841744,16,12,4,12,12,0,0,0,0,0,0
3581,136150,2025,Block 2025,7,33.8105467,-84.482937,7,6,1,6,5,1,0,0,0,0,0
3582,136151,2026,Block 2026,55,33.8118539,-84.479641,55,49,6,49,39,8,0,1,0,0,1
3583,136153,2028,Block 2028,1,33.8096582,-84.479599,1,1,0,1,0,1,0,0,0,0,0
3584,136154,2029,Block 2029,24,33.81212,-84.4773695,24,24,0,24,18,4,0,2,0,0,0
3585,136156,2031,Block 2031,70,33.809836,-84.4736629,70,28,42,28,14,8,0,0,0,6,0
3586,136157,2032,Block 2032,39,33.8127407,-84.4795606,39,37,2,37,19,12,0,5,0,0,1
3587,136158,2033,Block 2033,17,33.8086591,-84.4815361,17,14,3,14,14,0,0,0,0,0,0
3588,136159,2034,Block 2034,13,33.8074025,-84.4834608,13,12,1,12,10,1,0,0,0,0,1
3589,136162,2037,Block 2037,18,33.808405,-84.4744807,18,13,5,13,7,6,0,0,0,0,0
3590,136163,2038,Block 2038,9,33.8087515,-84.4724765,9,6,3,6,1,5,0,0,0,0,0
3591,136164,2039,Block 2039,8,33.8070292,-84.4734714,8,7,1,7,7,0,0,0,0,0,0
3592,136167,1000,Block 1000,233,33.809943,-84.4278892,233,217,16,217,136,64,0,11,1,2,3
3593,136168,1001,Block 1001,9,33.8088214,-84.4265248,9,9,0,9,8,1,0,0,0,0,0
3594,136169,1002,Block 1002,17,33.807583,-84.4257777,17,16,1,16,12,4,0,0,0,0,0
3595,136176,1009,Block 1009,27,33.8045397,-84.4350535,27,25,2,25,20,2,0,3,0,0,0
3596,136178,1011,Block 1011,114,33.7975706,-84.4306351,114,80,34,80,57,13,1,5,0,3,1
3597,136179,1012,Block 1012,16,33.792864,-84.4289021,16,15,1,15,12,3,0,0,0,0,0
3598,136181,1014,Block 1014,25,33.7926495,-84.4283992,25,24,1,24,13,5,0,6,0,0,0
3599,136182,1015,Block 1015,15,33.7921933,-84.4288028,15,15,0,15,10,2,0,1,1,0,1
3600,136185,1018,Block 1018,29,33.7913722,-84.4288992,29,26,3,26,19,3,0,2,0,0,2
3601,136187,1020,Block 1020,14,33.7916377,-84.4288641,14,11,3,11,7,3,0,1,0,0,0
3602,136188,1021,Block 1021,15,33.792081,-84.4279515,15,14,1,14,10,1,0,3,0,0,0
3603,136189,1022,Block 1022,22,33.7927593,-84.4277836,22,22,0,22,13,6,0,2,0,1,0
3604,136190,1023,Block 1023,340,33.7946413,-84.4233071,340,121,219,121,39,70,0,6,1,0,5
3605,136191,1024,Block 1024,1,33.7908322,-84.4213804,1,1,0,1,0,1,0,0,0,0,0
3606,136192,1025,Block 1025,1,33.8006572,-84.4256869,1,1,0,1,0,1,0,0,0,0,0
3607,136193,1026,Block 1026,2,33.7908517,-84.4199465,2,1,1,1,1,0,0,0,0,0,0
3608,136196,1029,Block 1029,24,33.8041757,-84.4245628,24,23,1,23,19,3,0,1,0,0,0
3609,136197,1030,Block 1030,18,33.8042073,-84.422311,18,16,2,16,14,0,0,2,0,0,0
3610,136198,1031,Block 1031,33,33.8035671,-84.4232753,33,31,2,31,25,2,0,3,0,0,1
3611,136199,1032,Block 1032,2,33.7881203,-84.4229555,2,2,0,2,0,2,0,0,0,0,0
3612,136201,1034,Block 1034,27,33.789594,-84.4271309,27,6,21,6,2,3,0,1,0,0,0
3613,136202,1035,Block 1035,11,33.8018199,-84.4213776,11,11,0,11,8,3,0,0,0,0,0
3614,136203,1036,Block 1036,2,33.7981077,-84.4191805,2,2,0,2,1,1,0,0,0,0,0
3615,136204,1037,Block 1037,1,33.7957263,-84.4166525,1,0,1,0,0,0,0,0,0,0,0
3616,136205,1038,Block 1038,26,33.7965326,-84.4171428,26,23,3,23,17,4,0,2,0,0,0
3617,136207,1040,Block 1040,1,33.8004765,-84.4185227,1,0,1,0,0,0,0,0,0,0,0
3618,136208,1041,Block 1041,5,33.792512,-84.4280458,5,5,0,5,3,2,0,0,0,0,0
3619,136216,2006,Block 2006,216,33.7995424,-84.4050108,216,207,9,207,57,99,0,38,0,3,10
3620,136217,2007,Block 2007,417,33.7987298,-84.4017162,417,322,95,322,124,90,1,93,1,7,6
3621,136218,2008,Block 2008,29,33.7988396,-84.4001957,29,28,1,28,28,0,0,0,0,0,0
3622,136219,2009,Block 2009,49,33.7967155,-84.3988072,49,47,2,47,42,1,0,0,0,0,4
3623,136220,2010,Block 2010,1,33.7986174,-84.3983542,1,1,0,1,0,0,0,1,0,0,0
3624,136221,2011,Block 2011,37,33.7977293,-84.3991194,37,37,0,37,36,0,0,0,0,1,0
3625,136225,2015,Block 2015,41,33.7966257,-84.4034578,41,37,4,37,35,2,0,0,0,0,0
3626,136227,3000,Block 3000,277,33.7954981,-84.39839,277,230,47,230,87,124,0,6,0,5,8
3627,136228,3001,Block 3001,15,33.7954588,-84.4004587,15,14,1,14,11,3,0,0,0,0,0
3628,136229,3002,Block 3002,14,33.7954423,-84.4016622,14,13,1,13,12,0,0,0,0,0,1
3629,136230,3003,Block 3003,19,33.7954431,-84.4027748,19,18,1,18,17,1,0,0,0,0,0
3630,136231,3004,Block 3004,21,33.7954078,-84.4038992,21,21,0,21,20,0,0,1,0,0,0
3631,136232,3005,Block 3005,24,33.7953091,-84.4050117,24,24,0,24,17,5,0,1,0,1,0
3632,136233,3006,Block 3006,9,33.7951584,-84.4067437,9,9,0,9,5,1,0,2,0,0,1
3633,136234,3007,Block 3007,3,33.7947584,-84.4107374,3,2,1,2,2,0,0,0,0,0,0
3634,136235,3008,Block 3008,2,33.7925889,-84.4089259,2,1,1,1,0,0,0,0,0,0,1
3635,136237,3010,Block 3010,4,33.7970987,-84.4116618,4,4,0,4,4,0,0,0,0,0,0
3636,136238,3011,Block 3011,10,33.7974336,-84.4122273,10,10,0,10,7,1,0,1,0,1,0
3637,136239,3012,Block 3012,14,33.7987201,-84.4103109,14,13,1,13,11,2,0,0,0,0,0
3638,136240,3013,Block 3013,156,33.7984598,-84.4133478,156,143,13,143,67,58,1,12,0,0,5
3639,136241,3014,Block 3014,25,33.7991224,-84.4146779,25,25,0,25,23,2,0,0,0,0,0
3640,136244,3017,Block 3017,38,33.7933861,-84.404612,38,38,0,38,23,13,0,0,0,0,2
