,LOGRECNO,BLOCK,NAME,HU100,INTPTLAT,INTPTLON,H0030001,H0030002,H0030003,H0060001,H0060002,H0060003,H0060004,H0060005,H0060006,H0060007,H0060008
1014,132355,2003,Block 2003,20,33.7680438,-84.4160092,20,10,10,10,2,8,0,0,0,0,0
1015,132356,2004,Block 2004,6,33.7678087,-84.4150165,6,3,3,3,0,3,0,0,0,0,0
1016,132357,2005,Block 2005,3,33.7666793,-84.4160227,3,0,3,0,0,0,0,0,0,0,0
1017,132358,2006,Block 2006,3,33.7671428,-84.416025,3,2,1,2,0,1,0,0,0,0,1
1018,132359,2007,Block 2007,11,33.7669054,-84.4151221,11,6,5,6,0,6,0,0,0,0,0
1019,132360,2008,Block 2008,15,33.766891,-84.4142574,15,8,7,8,0,8,0,0,0,0,0
1020,132361,2009,Block 2009,10,33.7656862,-84.4142746,10,4,6,4,0,4,0,0,0,0,0
1021,132362,2010,Block 2010,25,33.7659504,-84.415142,25,19,6,19,1,16,0,0,0,0,2
1022,132363,2011,Block 2011,25,33.765713,-84.4160325,25,9,16,9,0,9,0,0,0,0,0
1023,132364,2012,Block 2012,30,33.7657183,-84.4169661,30,12,18,12,0,12,0,0,0,0,0
1024,132365,2013,Block 2013,29,33.766766,-84.4185003,29,23,6,23,0,23,0,0,0,0,0
1025,132366,2014,Block 2014,16,33.7661223,-84.4179553,16,6,10,6,0,6,0,0,0,0,0
1026,132367,2015,Block 2015,29,33.7655873,-84.4186853,29,19,10,19,0,19,0,0,0,0,0
1027,132368,2016,Block 2016,22,33.7646363,-84.418529,22,12,10,12,0,12,0,0,0,0,0
1028,132369,2017,Block 2017,8,33.7642227,-84.4165344,8,5,3,5,0,5,0,0,0,0,0
1029,132370,2018,Block 2018,26,33.7642064,-84.4151776,26,21,5,21,0,21,0,0,0,0,0
1030,132371,2019,Block 2019,5,33.7652154,-84.4151497,5,0,5,0,0,0,0,0,0,0,0
1031,132372,2020,Block 2020,12,33.7642031,-84.4143023,12,6,6,6,0,6,0,0,0,0,0
1032,132373,2021,Block 2021,13,33.7638876,-84.418537,13,6,7,6,0,6,0,0,0,0,0
1033,132375,3000,Block 3000,25,33.7709331,-84.4180222,25,3,22,3,0,3,0,0,0,0,0
1034,132376,3001,Block 3001,11,33.7709346,-84.419108,11,6,5,6,0,6,0,0,0,0,0
1035,132377,3002,Block 3002,12,33.7709394,-84.4200003,12,8,4,8,2,5,1,0,0,0,0
1036,132378,3003,Block 3003,7,33.770938,-84.4206907,7,1,6,1,0,1,0,0,0,0,0
1037,132379,3004,Block 3004,32,33.7698898,-84.4218823,32,16,16,16,1,15,0,0,0,0,0
1038,132380,3005,Block 3005,30,33.7696946,-84.4200074,30,14,16,14,3,10,0,0,0,0,1
1039,132383,3008,Block 3008,38,33.7680052,-84.4184887,38,28,10,28,2,26,0,0,0,0,0
1040,132384,3009,Block 3009,44,33.7696967,-84.4180264,44,29,15,29,3,26,0,0,0,0,0
1041,132385,3010,Block 3010,27,33.769695,-84.4191055,27,12,15,12,0,12,0,0,0,0,0
1042,132387,3012,Block 3012,56,33.7646053,-84.4240455,56,37,19,37,2,35,0,0,0,0,0
1043,132389,3014,Block 3014,132,33.7653679,-84.4228321,132,43,89,43,1,39,1,0,0,1,1
1044,132390,3015,Block 3015,79,33.7663797,-84.4211755,79,40,39,40,0,39,0,0,0,0,1
1045,132391,3016,Block 3016,9,33.7657307,-84.4202803,9,8,1,8,1,7,0,0,0,0,0
1046,132392,3017,Block 3017,23,33.764238,-84.4214693,23,12,11,12,1,11,0,0,0,0,0
1047,132393,3018,Block 3018,28,33.764238,-84.4202888,28,14,14,14,0,14,0,0,0,0,0
1048,132396,1000,Block 1000,44,33.7629105,-84.4193991,44,24,20,24,1,23,0,0,0,0,0
1049,132397,1001,Block 1001,23,33.7629088,-84.4226745,23,14,9,14,0,14,0,0,0,0,0
1050,132399,1003,Block 1003,37,33.7613002,-84.4210787,37,25,12,25,0,25,0,0,0,0,0
1051,132400,1004,Block 1004,8,33.7619466,-84.4231657,8,3,5,3,0,3,0,0,0,0,0
1052,132402,1006,Block 1006,22,33.7609112,-84.4231771,22,16,6,16,2,14,0,0,0,0,0
1053,132403,1007,Block 1007,16,33.7605796,-84.4215965,16,12,4,12,0,11,0,1,0,0,0
1054,132404,1008,Block 1008,20,33.7599946,-84.4206001,20,17,3,17,1,16,0,0,0,0,0
1055,132405,1009,Block 1009,20,33.7601657,-84.4195431,20,14,6,14,2,11,0,0,0,0,1
1056,132406,1010,Block 1010,47,33.7606735,-84.4182119,47,30,17,30,1,28,0,0,0,0,1
1057,132407,1011,Block 1011,31,33.7620084,-84.4203823,31,16,15,16,0,15,0,0,0,0,1
1058,132408,1012,Block 1012,36,33.759444,-84.4224721,36,22,14,22,0,22,0,0,0,0,0
1059,132412,1016,Block 1016,141,33.7580931,-84.4195059,141,49,92,49,1,47,0,0,0,0,1
1060,132413,1017,Block 1017,40,33.7591549,-84.4198007,40,24,16,24,2,21,0,0,0,0,1
1061,132414,1018,Block 1018,10,33.7571873,-84.4185764,10,7,3,7,0,7,0,0,0,0,0
1062,132415,1019,Block 1019,24,33.7569485,-84.419988,24,17,7,17,1,16,0,0,0,0,0
1063,132416,1020,Block 1020,30,33.7557057,-84.4208478,30,22,8,22,1,21,0,0,0,0,0
1064,132417,1021,Block 1021,23,33.7565665,-84.423304,23,18,5,18,0,17,0,0,0,0,1
1065,132418,1022,Block 1022,25,33.7561041,-84.4232359,25,14,11,14,1,12,0,0,0,0,1
1066,132419,1023,Block 1023,74,33.7552425,-84.4233689,74,43,31,43,0,42,1,0,0,0,0
1067,132420,1024,Block 1024,21,33.7543394,-84.4250164,21,14,7,14,0,14,0,0,0,0,0
1068,132421,1025,Block 1025,25,33.7560984,-84.4189549,25,21,4,21,1,19,0,0,0,0,1
1069,132422,1026,Block 1026,3,33.7551531,-84.4189635,3,3,0,3,0,3,0,0,0,0,0
1070,132424,2000,Block 2000,39,33.7630311,-84.4258035,39,17,22,17,0,16,0,0,0,0,1
1071,132425,2001,Block 2001,96,33.75999,-84.4265445,96,39,57,39,3,36,0,0,0,0,0
1072,132426,2002,Block 2002,39,33.7588974,-84.4267781,39,28,11,28,0,28,0,0,0,0,0
1073,132427,2003,Block 2003,17,33.758261,-84.4259797,17,10,7,10,0,10,0,0,0,0,0
1074,132428,2004,Block 2004,28,33.757161,-84.4270508,28,24,4,24,0,22,0,0,0,0,2
1075,132429,2005,Block 2005,62,33.7617834,-84.4259832,62,33,29,33,0,32,0,0,0,0,1
1076,132430,2006,Block 2006,63,33.7608142,-84.4285623,63,41,22,41,0,40,0,0,0,0,1
1077,132431,2007,Block 2007,64,33.7598992,-84.430266,64,42,22,42,1,41,0,0,0,0,0
1078,132432,2008,Block 2008,4,33.7567489,-84.4286283,4,3,1,3,0,3,0,0,0,0,0
1079,132434,2010,Block 2010,11,33.7561776,-84.4269707,11,6,5,6,0,6,0,0,0,0,0
1080,132435,2011,Block 2011,9,33.7558172,-84.4293339,9,6,3,6,0,6,0,0,0,0,0
1081,132436,2012,Block 2012,9,33.7556518,-84.4303234,9,5,4,5,1,4,0,0,0,0,0
1082,132437,2013,Block 2013,45,33.7544744,-84.4304921,45,28,17,28,0,28,0,0,0,0,0
1083,132438,2014,Block 2014,15,33.7550926,-84.4327602,15,4,11,4,0,4,0,0,0,0,0
1084,132439,2015,Block 2015,30,33.755323,-84.428522,30,18,12,18,0,16,0,0,0,0,2
1085,132440,2016,Block 2016,29,33.7554941,-84.4271358,29,20,9,20,0,20,0,0,0,0,0
1086,132441,2017,Block 2017,26,33.7545877,-84.4266833,26,23,3,23,2,20,0,0,0,0,1
1087,132442,2018,Block 2018,14,33.761615,-84.4246587,14,9,5,9,0,9,0,0,0,0,0
1088,132443,2019,Block 2019,11,33.7542284,-84.4327222,11,9,2,9,0,9,0,0,0,0,0
1089,132446,1000,Block 1000,9,33.762995,-84.4119168,9,4,5,4,0,4,0,0,0,0,0
1090,132447,1001,Block 1001,23,33.7626531,-84.4132477,23,20,3,20,0,18,0,0,0,0,2
1091,132448,1002,Block 1002,55,33.7619833,-84.414526,55,22,33,22,0,22,0,0,0,0,0
1092,132449,1003,Block 1003,26,33.7628488,-84.4162979,26,16,10,16,0,15,1,0,0,0,0
1093,132450,1004,Block 1004,105,33.7613312,-84.4163161,105,62,43,62,2,60,0,0,0,0,0
1094,132451,1005,Block 1005,15,33.7601038,-84.4160968,15,8,7,8,1,7,0,0,0,0,0
1095,132452,1006,Block 1006,14,33.7601356,-84.4136476,14,2,12,2,0,1,0,1,0,0,0
1096,132454,1008,Block 1008,10,33.7615101,-84.4132769,10,6,4,6,1,5,0,0,0,0,0
1097,132455,1009,Block 1009,18,33.7608145,-84.4133459,18,9,9,9,0,9,0,0,0,0,0
1098,132456,1010,Block 1010,16,33.7594292,-84.4165888,16,8,8,8,0,7,0,0,0,0,1
1099,132457,1011,Block 1011,87,33.758866,-84.4159657,87,71,16,71,0,69,0,0,0,0,2
1100,132458,1012,Block 1012,99,33.7589763,-84.4136459,99,80,19,80,2,75,1,0,0,0,2
1101,132459,1013,Block 1013,3,33.759515,-84.4119884,3,2,1,2,0,2,0,0,0,0,0
1102,132460,1014,Block 1014,16,33.7583777,-84.4150744,16,9,7,9,0,9,0,0,0,0,0
1103,132461,1015,Block 1015,77,33.7576247,-84.4150953,77,59,18,59,0,59,0,0,0,0,0
1104,132462,1016,Block 1016,43,33.7573235,-84.4161921,43,31,12,31,1,30,0,0,0,0,0
1105,132464,1018,Block 1018,116,33.7572724,-84.4136937,116,92,24,92,0,89,0,0,0,2,1
1106,132466,1020,Block 1020,46,33.7556569,-84.4143149,46,32,14,32,3,24,0,2,0,1,2
1107,132468,1022,Block 1022,151,33.755506,-84.4166404,151,17,134,17,1,16,0,0,0,0,0
1108,132471,2001,Block 2001,35,33.7624662,-84.4094161,35,20,15,20,1,19,0,0,0,0,0
1109,132472,2002,Block 2002,58,33.7612103,-84.4106091,58,42,16,42,2,39,0,0,0,0,1
1110,132473,2003,Block 2003,7,33.7590467,-84.4094035,7,6,1,6,0,6,0,0,0,0,0
1111,132474,2004,Block 2004,3,33.7596817,-84.4094023,3,2,1,2,0,1,0,0,0,0,1
1112,132475,2005,Block 2005,20,33.7607851,-84.4094096,20,17,3,17,1,16,0,0,0,0,0
1113,132478,2008,Block 2008,12,33.7590051,-84.4083322,12,12,0,12,0,11,1,0,0,0,0
1114,132479,2009,Block 2009,22,33.7584376,-84.4089385,22,20,2,20,0,20,0,0,0,0,0
1115,132480,2010,Block 2010,19,33.7585516,-84.4106516,19,12,7,12,1,9,1,0,0,1,0
1116,132481,2011,Block 2011,24,33.758576,-84.4120289,24,21,3,21,1,20,0,0,0,0,0
1117,132482,2012,Block 2012,28,33.7572297,-84.4120484,28,15,13,15,0,15,0,0,0,0,0
1118,132483,2013,Block 2013,15,33.7571465,-84.4107229,15,13,2,13,0,13,0,0,0,0,0
1119,132484,2014,Block 2014,19,33.7578245,-84.4088783,19,14,5,14,0,14,0,0,0,0,0
1120,132485,2015,Block 2015,23,33.7572339,-84.4089352,23,19,4,19,1,18,0,0,0,0,0
1121,132489,2019,Block 2019,23,33.7555604,-84.4122701,23,16,7,16,0,14,0,1,0,0,1
1122,132497,1005,Block 1005,6,33.763099,-84.4057926,6,6,0,6,0,6,0,0,0,0,0
1123,132498,1006,Block 1006,6,33.7631061,-84.4070717,6,4,2,4,0,3,0,0,0,0,1
1124,132500,1008,Block 1008,14,33.7619839,-84.4057899,14,12,2,12,0,11,0,0,0,0,1
1125,132508,1016,Block 1016,7,33.7590469,-84.4035193,7,5,2,5,0,4,0,0,0,1,0
1126,132510,1018,Block 1018,7,33.7606177,-84.4050304,7,7,0,7,0,7,0,0,0,0,0
1127,132511,1019,Block 1019,24,33.7606303,-84.4058648,24,11,13,11,0,11,0,0,0,0,0
1128,132512,1020,Block 1020,38,33.7606471,-84.4070897,38,32,6,32,0,31,0,0,0,0,1
1129,132514,1022,Block 1022,3,33.758265,-84.4048102,3,1,2,1,0,1,0,0,0,0,0
1130,132515,1023,Block 1023,18,33.7588635,-84.4048055,18,4,14,4,0,4,0,0,0,0,0
1131,132516,1024,Block 1024,9,33.7596395,-84.4047999,9,8,1,8,1,7,0,0,0,0,0
1132,132517,1025,Block 1025,1,33.759644,-84.4054327,1,0,1,0,0,0,0,0,0,0,0
1133,132519,1027,Block 1027,12,33.7596533,-84.4068118,12,7,5,7,0,7,0,0,0,0,0
1134,132520,1028,Block 1028,4,33.7596627,-84.4075141,4,3,1,3,0,3,0,0,0,0,0
1135,132521,1029,Block 1029,11,33.7586632,-84.4075276,11,7,4,7,2,5,0,0,0,0,0
1136,132522,1030,Block 1030,7,33.7586586,-84.4068219,7,5,2,5,0,5,0,0,0,0,0
1137,132523,1031,Block 1031,21,33.7586401,-84.405866,21,8,13,8,0,7,0,0,0,1,0
1138,132524,1032,Block 1032,23,33.7574706,-84.4058836,23,1,22,1,0,1,0,0,0,0,0
1139,132525,1033,Block 1033,12,33.7577963,-84.4071105,12,9,3,9,1,8,0,0,0,0,0
1140,132526,1034,Block 1034,20,33.7572121,-84.4071178,20,16,4,16,1,14,0,0,0,1,0
1141,132527,1035,Block 1035,9,33.7566622,-84.406228,9,1,8,1,0,1,0,0,0,0,0
1142,132528,1036,Block 1036,37,33.7574538,-84.404837,37,0,37,0,0,0,0,0,0,0,0
1143,132549,1057,Block 1057,306,33.7554417,-84.4040679,306,274,32,274,3,265,0,0,0,1,5
1144,132552,1000,Block 1000,108,33.7608654,-84.3753385,108,105,3,105,58,38,0,8,0,1,0
1145,132564,1012,Block 1012,605,33.7588753,-84.3761033,605,153,452,153,57,90,0,1,0,3,2
1146,132570,1018,Block 1018,193,33.7603048,-84.3815311,193,155,38,155,79,62,1,8,1,4,0
1147,132573,1021,Block 1021,10,33.7577439,-84.3832245,10,5,5,5,2,3,0,0,0,0,0
1148,132579,1027,Block 1027,181,33.7563982,-84.3812051,181,174,7,174,2,169,0,0,0,0,3
1149,132580,1028,Block 1028,2,33.7563346,-84.3832479,2,0,2,0,0,0,0,0,0,0,0
1150,132581,1029,Block 1029,1,33.7550066,-84.3832692,1,1,0,1,0,1,0,0,0,0,0
1151,132582,1030,Block 1030,209,33.7549838,-84.3812415,209,63,146,63,13,42,3,0,0,0,5
1152,132586,2000,Block 2000,18,33.7568153,-84.3754607,18,13,5,13,2,10,0,0,0,1,0
1153,132587,2001,Block 2001,28,33.7568498,-84.3772598,28,18,10,18,1,17,0,0,0,0,0
1154,132589,2003,Block 2003,3,33.7557438,-84.3772767,3,1,2,1,0,1,0,0,0,0,0
1155,132590,2004,Block 2004,5,33.7557189,-84.3754875,5,4,1,4,0,4,0,0,0,0,0
1156,132591,2005,Block 2005,209,33.7549208,-84.3749617,209,180,29,180,3,174,0,1,0,0,2
1157,132593,2007,Block 2007,6,33.7549375,-84.3774365,6,0,6,0,0,0,0,0,0,0,0
1158,132595,2009,Block 2009,1,33.7549655,-84.3790203,1,1,0,1,0,1,0,0,0,0,0
1159,132599,1000,Block 1000,375,33.7605285,-84.3641897,375,350,25,350,275,35,2,22,1,4,11
1160,132600,1001,Block 1001,35,33.7604204,-84.3659198,35,32,3,32,20,11,0,0,0,1,0
1161,132601,1002,Block 1002,42,33.7603959,-84.3666881,42,30,12,30,18,5,0,0,0,7,0
1162,132603,1004,Block 1004,1,33.7612204,-84.367605,1,1,0,1,1,0,0,0,0,0,0
1163,132604,1005,Block 1005,33,33.7600303,-84.3690913,33,24,9,24,3,18,0,0,0,0,3
1164,132605,1006,Block 1006,23,33.760889,-84.3702734,23,19,4,19,6,9,0,0,0,2,2
1165,132606,1007,Block 1007,257,33.7608016,-84.3731865,257,237,20,237,91,127,1,10,0,1,7
1166,132608,1009,Block 1009,1,33.7598385,-84.3732144,1,1,0,1,1,0,0,0,0,0,0
1167,132609,1010,Block 1010,142,33.7597238,-84.3710011,142,113,29,113,66,39,1,2,0,2,3
1168,132610,1011,Block 1011,40,33.7590114,-84.36674,40,36,4,36,12,16,1,3,0,0,4
1169,132611,1012,Block 1012,35,33.7602531,-84.3674664,35,21,14,21,10,3,0,4,0,4,0
1170,132613,1014,Block 1014,84,33.7584892,-84.3710349,84,54,30,54,3,49,0,0,0,0,2
1171,132616,1017,Block 1017,31,33.7567479,-84.3694569,31,27,4,27,13,14,0,0,0,0,0
1172,132617,1018,Block 1018,27,33.7567109,-84.3684465,27,21,6,21,15,5,0,1,0,0,0
1173,132618,1019,Block 1019,20,33.7571616,-84.3670489,20,19,1,19,11,6,0,1,0,0,1
1174,132619,1020,Block 1020,57,33.758066,-84.3667661,57,39,18,39,25,13,0,1,0,0,0
1175,132620,1021,Block 1021,39,33.7586219,-84.3650626,39,35,4,35,25,3,0,1,0,3,3
1176,132621,1022,Block 1022,103,33.7561401,-84.3660104,103,48,55,48,34,12,0,0,0,1,1
1177,132622,1023,Block 1023,7,33.756333,-84.3675919,7,7,0,7,4,3,0,0,0,0,0
1178,132623,1024,Block 1024,1,33.7559961,-84.367327,1,1,0,1,0,1,0,0,0,0,0
